Id,SalePrice
2552,123128.0
2553,108568.0
2554,119320.0
2555,106208.0
2556,103664.0
2557,112168.0
2558,156896.0
2559,129280.0
2560,120336.0
2561,90008.0
2562,135840.0
2563,116784.0
2564,148864.0
2565,135048.0
2566,117024.0
2567,144672.0
2568,186400.0
2569,163904.0
2570,124776.0
2571,204992.0
2572,175792.0
2573,203568.0
2574,373184.0
2575,143912.0
2576,133216.0
2577,134960.0
2578,83768.0
2579,63040.0
2580,155664.0
2581,120424.0
2582,106576.0
2583,262272.0
2584,159072.0
2585,180704.0
2586,224432.0
2587,202432.0
2588,143584.0
2589,146152.0
2590,201568.0
2591,202656.0
2592,237088.0
2593,253120.0
2594,176608.0
2595,212528.0
2596,309472.0
2597,191376.0
2598,286432.0
2599,362688.0
2600,349568.0
2601,145392.0
2602,110184.0
2603,105448.0
2604,120696.0
2605,110288.0
2606,134432.0
2607,162240.0
2608,219568.0
2609,134112.0
2610,103088.0
2611,163344.0
2612,147376.0
2613,117656.0
2614,123240.0
2615,141872.0
2616,133472.0
2617,216912.0
2618,166416.0
2619,221472.0
2620,167136.0
2621,173792.0
2622,183232.0
2623,252368.0
2624,283200.0
2625,308864.0
2626,155376.0
2627,190984.0
2628,414208.0
2629,598688.0
2630,324864.0
2631,481216.0
2632,411072.0
2633,315280.0
2634,370528.0
2635,154944.0
2636,197024.0
2637,164992.0
2638,268448.0
2639,195392.0
2640,146384.0
2641,114216.0
2642,188288.0
2643,122704.0
2644,135584.0
2645,111952.0
2646,110024.0
2647,116280.0
2648,144544.0
2649,148384.0
2650,148448.0
2651,163648.0
2652,416384.0
2653,258672.0
2654,265488.0
2655,318032.0
2656,294240.0
2657,333936.0
2658,284640.0
2659,301312.0
2660,330272.0
2661,316320.0
2662,318688.0
2663,280944.0
2664,286752.0
2665,298976.0
2666,306736.0
2667,163840.0
2668,172112.0
2669,176624.0
2670,293312.0
2671,172112.0
2672,199248.0
2673,212288.0
2674,217616.0
2675,175680.0
2676,184928.0
2677,193472.0
2678,278480.0
2679,265504.0
2680,295136.0
2681,432640.0
2682,360384.0
2683,569536.0
2684,330304.0
2685,359040.0
2686,266000.0
2687,269488.0
2688,244096.0
2689,215520.0
2690,423008.0
2691,194544.0
2692,150152.0
2693,208672.0
2694,149888.0
2695,195280.0
2696,184672.0
2697,203168.0
2698,179456.0
2699,176240.0
2700,161344.0
2701,158656.0
2702,129664.0
2703,180112.0
2704,142992.0
2705,123696.0
2706,119760.0
2707,125448.0
2708,126104.0
2709,106704.0
2710,121032.0
2711,222432.0
2712,392576.0
2713,184808.0
2714,150432.0
2715,169104.0
2716,159760.0
2717,187248.0
2718,249584.0
2719,137608.0
2720,170448.0
2721,133632.0
2722,153472.0
2723,140896.0
2724,120200.0
2725,126704.0
2726,140224.0
2727,169824.0
2728,177248.0
2729,132176.0
2730,136728.0
2731,108152.0
2732,118544.0
2733,157536.0
2734,136880.0
2735,130080.0
2736,141296.0
2737,114008.0
2738,157776.0
2739,157616.0
2740,139184.0
2741,143808.0
2742,162112.0
2743,141600.0
2744,141928.0
2745,133224.0
2746,119056.0
2747,171200.0
2748,133400.0
2749,121808.0
2750,123648.0
2751,111800.0
2752,228448.0
2753,143072.0
2754,147936.0
2755,150864.0
2756,89952.0
2757,113784.0
2758,98312.0
2759,137792.0
2760,99376.0
2761,144728.0
2762,147448.0
2763,182176.0
2764,175632.0
2765,274784.0
2766,114032.0
2767,99648.0
2768,147392.0
2769,131440.0
2770,156064.0
2771,117376.0
2772,112032.0
2773,120880.0
2774,135728.0
2775,105472.0
2776,143552.0
2777,148864.0
2778,75736.0
2779,99712.0
2780,119440.0
2781,97632.0
2782,111792.0
2783,73264.0
2784,126800.0
2785,126464.0
2786,75516.0
2787,142328.0
2788,80464.0
2789,213616.0
2790,76768.0
2791,128160.0
2792,73816.0
2793,160528.0
2794,83968.0
2795,116864.0
2796,96032.0
2797,201568.0
2798,108776.0
2799,109920.0
2800,71968.0
2801,120808.0
2802,137064.0
2803,198112.0
2804,156992.0
2805,112400.0
2806,100408.0
2807,158128.0
2808,134296.0
2809,131176.0
2810,127960.0
2811,168592.0
2812,149088.0
2813,210032.0
2814,209376.0
2815,106976.0
2816,236416.0
2817,130048.0
2818,126664.0
2819,183136.0
2820,140848.0
2821,119624.0
2822,166160.0
2823,308928.0
2824,151504.0
2825,160064.0
2826,123312.0
2827,163840.0
2828,232160.0
2829,194576.0
2830,252144.0
2831,192640.0
2832,233984.0
2833,257792.0
2834,218704.0
2835,234048.0
2836,194656.0
2837,157184.0
2838,148416.0
2839,169248.0
2840,204368.0
2841,196720.0
2842,210288.0
2843,143960.0
2844,163328.0
2845,118456.0
2846,206288.0
2847,188096.0
2848,231968.0
2849,211776.0
2850,273216.0
2851,225984.0
2852,224464.0
2853,224016.0
2854,136320.0
2855,203424.0
2856,203984.0
2857,191744.0
2858,197664.0
2859,112272.0
2860,121120.0
2861,139776.0
2862,200976.0
2863,135544.0
2864,258640.0
2865,161624.0
2866,196048.0
2867,102168.0
2868,155520.0
2869,112720.0
2870,133728.0
2871,100024.0
2872,61096.0
2873,105224.0
2874,136768.0
2875,144968.0
2876,129056.0
2877,124456.0
2878,140256.0
2879,132384.0
2880,125488.0
2881,149552.0
2882,145856.0
2883,186928.0
2884,171520.0
2885,169408.0
2886,156384.0
2887,110144.0
2888,144960.0
2889,62240.0
2890,93876.0
2891,163600.0
2892,73996.0
2893,132480.0
2894,64288.0
2895,283952.0
2896,263952.0
2897,187360.0
2898,190736.0
2899,237968.0
2900,153504.0
2901,190032.0
2902,181792.0
2903,322336.0
2904,337760.0
2905,139552.0
2906,202992.0
2907,130672.0
2908,117512.0
2909,172688.0
2910,89280.0
2911,110184.0
2912,150880.0
2913,108320.0
2914,120696.0
2915,120696.0
2916,108320.0
2917,142704.0
2918,127856.0
2919,228128.0
